index,title,type,date,year,month,month_name,date_sort,url,slug,img,source_page,source_method,topic_tags
512,"What comes after SME Digital Transformation? —Measuring Effectiveness of Public Policy and Identifying Trends for the Post-Digital Era APEC","Reports","April 2023",2023,4,"April","2023-04","https://www.apec.org/publications/2023/04/what-comes-after-sme-digital-transformation-measuring-effectiveness-of-public-policy-and-identifying-trends-for-the-post-digital-era-apec","what-comes-after-sme-digital-transformation-measuring-effectiveness-of-public-policy-and-identifying-trends-for-the-post-digital-era-apec","https://www.apec.org/images/default-source/publication/2023/4/what-comes-after-sme-digital-transformation/cover_223_sme_what-comes-after-sme-digital-transfromation.tmb-h300.jpg?Culture=en&sfvrsn=ca672f01_1",57,"api","digital|smes"
513,"Economic Impact of Adopting Digital Trade Rules: Evidence from APEC Member Economies","Reports","April 2023",2023,4,"April","2023-04","https://www.apec.org/publications/2023/04/economic-impact-of-adopting-digital-trade-rules-evidence-from-apec-member-economies","economic-impact-of-adopting-digital-trade-rules-evidence-from-apec-member-economies","https://www.apec.org/images/default-source/publication/2023/3/economic-impact-of-adopting-digital-trade-rules-evidence-from-apec-member-economies/cover_223_cti_economic-impact-of-adopting-digital-trade-rules.tmb-h300.jpg?Culture=en&sfvrsn=4aa5a7d2_1",57,"api","digital|trade"
514,"APEC Workshop on Enhancing Implementation of Online Dispute Resolution (ODR) through the APEC ODR Collaborative Framework and Other Fora Including Courts","Reports","March 2023",2023,3,"March","2023-03","https://www.apec.org/publications/2023/03/apec-workshop-on-enhancing-implementation-of-online-dispute-resolution-(odr)-through-the-apec-odr-collaborative-framework-and-other-fora-including-courts","apec-workshop-on-enhancing-implementation-of-online-dispute-resolution-(odr)-through-the-apec-odr-collaborative-framework-and-other-fora-including-courts","https://www.apec.org/images/default-source/publication/2023/3/apec-workshop-on-enhancing-implementation-of-online-dispute-resolution/cover_223_ec_apec-workshop-on-enhancing-implementation-of-online-dispute-resolution.tmb-h300.jpg?Culture=en&sfvrsn=ab9e1ebf_1",58,"api",""
515,"Achieving Harmonization of a Biometric ID Management Framework across APEC Economies: Global Benchmarking Study","Reports","March 2023",2023,3,"March","2023-03","https://www.apec.org/publications/2023/03/achieving-harmonization-of-a-biometric-id-management-framework-across-apec-economies-global-benchmarking-study","achieving-harmonization-of-a-biometric-id-management-framework-across-apec-economies-global-benchmarking-study","https://www.apec.org/images/default-source/publication/2023/3/achieving-harmonization-of-a-biometric-id-management-framework-across-apec-economies/cover_223_desg_achieving-harmonization-of-a-biometric-id-management-framework-across-apec-economies.tmb-h300.jpg?Culture=en&sfvrsn=ba6913be_1",58,"api",""
516,"APEC FinTech Scoping Study","Reports","March 2023",2023,3,"March","2023-03","https://www.apec.org/publications/2023/03/apec-fintech-scoping-study","apec-fintech-scoping-study","https://www.apec.org/images/default-source/publication/2023/3/apec-fintech-scoping-study/cover_223_ec_apec-fintech-scoping-study.tmb-h300.jpg?Culture=en&sfvrsn=95f77644_1",58,"api",""
517,"Status Report: Cervical Cancer Elimination in the APEC Region","Reports","March 2023",2023,3,"March","2023-03","https://www.apec.org/publications/2023/03/status-report-cervical-cancer-elimination-in-the-apec-region","status-report-cervical-cancer-elimination-in-the-apec-region","https://www.apec.org/images/default-source/publication/2023/3/status-report-on-cervical-cancer-elimination-in-the-apec-region/cover_223_hwg_apec-cervical-cancer-status-report-2023.tmb-h300.jpg?Culture=en&sfvrsn=ffb8d3ec_1",58,"api","health"
518,"APEC Green Finance Report – Unlocking the Urban Energy Transition","Reports","March 2023",2023,3,"March","2023-03","https://www.apec.org/publications/2023/03/apec-green-finance-report-unlocking-the-urban-energy-transition","apec-green-finance-report-unlocking-the-urban-energy-transition","https://www.apec.org/images/default-source/publication/2023/3/apec-green-finance-report-unlocking-the-urban-energy-transition/223_ewg_apec-green-finance-report---unlocking-the-urban-energy-transition.tmb-h300.jpg?Culture=en&sfvrsn=feb9a537_2",58,"api","sustainability|finance|energy"
519,"APEC Life-long Learning and Skilling Project: Creating Onramps for Unemployed and Displaced Adults to Access Upskilling and Reskilling Opportunities","Proceedings","March 2023",2023,3,"March","2023-03","https://www.apec.org/publications/2023/03/apec-life-long-learning-and-skilling-project-creating-onramps-for-unemployed-and-displaced-adults-to-access-upskilling-and-reskilling-opportunities","apec-life-long-learning-and-skilling-project-creating-onramps-for-unemployed-and-displaced-adults-to-access-upskilling-and-reskilling-opportunities","https://www.apec.org/images/default-source/publication/2023/3/apec-life-long-learning-and-skilling-project/cover_223_hrd_apec-life-long-learning-and-skilling-project.tmb-h300.jpg?Culture=en&sfvrsn=b0a05b9e_1",58,"api",""
520,"Promoting Gender Equality in the Telecommunications Industry for the Inclusive Recovery","Reports","March 2023",2023,3,"March","2023-03","https://www.apec.org/publications/2023/03/promoting-gender-equality-in-the-telecommunications-industry-for-the-inclusive-recovery","promoting-gender-equality-in-the-telecommunications-industry-for-the-inclusive-recovery","https://www.apec.org/images/default-source/publication/2023/3/promoting-gender-equality-in-the-telecommunications-industry-for-the-inclusive-recovery/cover_223_ppwe_promoting-gender-equality-in-the-telecommunications-industry-for-the-inclusive-recovery.tmb-h300.jpg?Culture=en&sfvrsn=174cb617_1",58,"api","women"
521,"APEC Workshop on Sharing Best Practices in Developing ESCO Models for Energy Efficiency","Proceedings","March 2023",2023,3,"March","2023-03","https://www.apec.org/publications/2023/03/apec-workshop-on-sharing-best-practices-in-developing-esco-models-for-energy-efficiency","apec-workshop-on-sharing-best-practices-in-developing-esco-models-for-energy-efficiency","https://www.apec.org/images/default-source/publication/2023/3/apec-workshop-on-sharing-best-practices-in-developing-esco-models-for-energy-efficiency/cover_223_ewg_apec-workshop-on-sharing-best-practices-in-developing-esco-models-for-energy-efficiency.tmb-h300.jpg?Culture=en&sfvrsn=19312a56_1",58,"api","energy"
522,"Empowering the Health Workforce through Digital Upskilling","Proceedings","March 2023",2023,3,"March","2023-03","https://www.apec.org/publications/2023/03/empowering-the-health-workforce-through-digital-upskilling","empowering-the-health-workforce-through-digital-upskilling","https://www.apec.org/images/default-source/publication/2023/3/empowering-the-health-workforce-through-digital-upskilling/cover_223_hrd_empowering-the-health-workforce-through-digital-upskilling.tmb-h300.jpg?Culture=en&sfvrsn=512dfbfa_1",58,"api","digital|health"
523,"Outcomes and Outlook 2022/2023","Brochures","February 2023",2023,2,"February","2023-02","https://www.apec.org/publications/2023/02/outcomes-and-outlook-2022-2023","outcomes-and-outlook-2022-2023","https://www.apec.org/images/default-source/publication/2023/2/outcomes-and-outlook-2022-2023/cover_outcomes-outlook_2022-2023.tmb-h300.jpg?Culture=en&sfvrsn=d37c7701_1",59,"api",""
524,"APEC at a Glance, 2022","Brochures","February 2023",2023,2,"February","2023-02","https://www.apec.org/publications/2023/02/apec-at-a-glance-2022","apec-at-a-glance-2022","https://www.apec.org/images/default-source/publication/2023/2/apec-at-a-glance-2022/cover_apec-at-a-glance_2022.tmb-h300.jpg?Culture=en&sfvrsn=b2c179a3_1",59,"api",""
525,"APEC Energy Statistics 2020","Reports","February 2023",2023,2,"February","2023-02","https://www.apec.org/publications/2023/02/apec-energy-statistics-2020","apec-energy-statistics-2020","https://www.apec.org/images/default-source/publication/2023/2/apec-energy-statistics-2020/cover_223_ewg_apec-statistics-2020.tmb-h300.jpg?Culture=en&sfvrsn=7f868ff0_1",59,"api","energy"
526,"APEC Energy Handbook 2020","Manuals","February 2023",2023,2,"February","2023-02","https://www.apec.org/publications/2023/02/apec-energy-handbook-2020","apec-energy-handbook-2020","https://www.apec.org/images/default-source/publication/2023/2/apec-energy-handbook-2020/cover_223_ewg_apec-energy-handbook-2020.tmb-h300.jpg?Culture=en&sfvrsn=fb613f51_1",59,"api","energy"
527,"APEC Regional Trends Analysis, February 2023 Update","Reports","February 2023",2023,2,"February","2023-02","https://www.apec.org/publications/2023/02/apec-regional-trends-analysis-february-2023-update","apec-regional-trends-analysis-february-2023-update","https://www.apec.org/images/default-source/publication/2023/2/apec-regional-trends-analysis-february-2023-update/cover_223_psu_arta_february-2023-update.tmb-h300.jpg?Culture=en&sfvrsn=d7d8849a_1",59,"api",""
528,"Workshop on Energy Resiliency Principle: Project Summary Report","Proceedings","February 2023",2023,2,"February","2023-02","https://www.apec.org/publications/2023/02/workshop-on-energy-resiliency-principle-project-summary-report","workshop-on-energy-resiliency-principle-project-summary-report","https://www.apec.org/images/default-source/publication/2023/2/workshop-on-energy-resiliency-principle-project-summary-report/cover_223_ewg_apec-workshop-on-energy-resiliency-principle-project-summary-report.tmb-h300.jpg?Culture=en&sfvrsn=2fb7f4fc_1",59,"api","energy"
529,"APEC Energy Resiliency Guidelines","Manuals","February 2023",2023,2,"February","2023-02","https://www.apec.org/publications/2023/02/apec-energy-resiliency-guidelines","apec-energy-resiliency-guidelines","https://www.apec.org/images/default-source/publication/2023/2/apec-energy-resiliency-guidelines/cover_223_ewg_apec-energy-resiliency-guidelines-2.tmb-h300.jpg?Culture=en&sfvrsn=30713bfd_1",59,"api","energy"
530,"Building Randomness and Unpredictability into Aviation Security Countermeasure Development and Implementation: Best Practices Guidelines","Manuals","February 2023",2023,2,"February","2023-02","https://www.apec.org/publications/2023/02/building-randomness-and-unpredictability-into-aviation-security-countermeasure-development-and-implementation-best-practices-guidelines","building-randomness-and-unpredictability-into-aviation-security-countermeasure-development-and-implementation-best-practices-guidelines","https://www.apec.org/images/default-source/publication/2023/2/building-randomness-and-unpredictability-into-aviation-security-countermeasure-development-and-implementation/cover_223_tpt_building-randomness-and-unpredictability-into-aviation-security_guidelines.tmb-h300.jpg?Culture=en&sfvrsn=1e05d36d_1",59,"api",""
531,"Building Randomness and Unpredictability into Aviation Security Countermeasure Development and Implementation: Project Summary","Reports","February 2023",2023,2,"February","2023-02","https://www.apec.org/publications/2023/02/building-randomness-and-unpredictability-into-aviation-security-countermeasure-development-and-implementation-project-summary","building-randomness-and-unpredictability-into-aviation-security-countermeasure-development-and-implementation-project-summary","https://www.apec.org/images/default-source/publication/2023/2/building-randomness-and-unpredictability-into-aviation-security-countermeasure-development-and-implementation-summary/cover_223_tpt_building-randomness-and-unpredictability-into-aviation-security_summary.tmb-h300.jpg?Culture=en&sfvrsn=46f5815a_1",59,"api",""
532,"CTI Public – Private Dialogue on Promoting Transparency of TBT WTO Notifications: Improving Completeness and Clearness of Information","Proceedings","February 2023",2023,2,"February","2023-02","https://www.apec.org/publications/2023/02/cti-public-private-dialogue-on-promoting-transparency-of-tbt-wto-notifications-improving-completeness-and-clearness-of-information","cti-public-private-dialogue-on-promoting-transparency-of-tbt-wto-notifications-improving-completeness-and-clearness-of-information","https://www.apec.org/images/default-source/publication/2023/2/cti-public-private-dialogue-on-promoting-transparency-of-tbt-wto-notifications/cover_223_cti_cti-public-private-dialogue-on-promoting-transparency-of-tbt-wto-notifications.tmb-h300.jpg?Culture=en&sfvrsn=17bf8828_1",60,"api",""
533,"APEC Workshop on Promoting Business Opportunities in Remote Areas through Information and Communication Technology","Proceedings","February 2023",2023,2,"February","2023-02","https://www.apec.org/publications/2023/02/apec-workshop-on-promoting-business-opportunities-in-remote-areas-through-information-and-communication-technology","apec-workshop-on-promoting-business-opportunities-in-remote-areas-through-information-and-communication-technology","https://www.apec.org/images/default-source/publication/2023/2/apec-workshop-on-promoting-business-opportunities-in-remote-areas-through-information-and-communication-technology/cover_223_desg_apec-workshop-on-promoting-business-opportunities-in-remote-areas.tmb-h300.jpg?Culture=en&sfvrsn=d84f424e_1",60,"api","digital"
534,"APEC Symposium on the Holistic Approach of Decarbonization towards Carbon Neutrality","Proceedings","February 2023",2023,2,"February","2023-02","https://www.apec.org/publications/2023/02/apec-symposium-on-the-holistic-approach-of-decarbonization-towards-carbon-neutrality","apec-symposium-on-the-holistic-approach-of-decarbonization-towards-carbon-neutrality","https://www.apec.org/images/default-source/publication/2023/2/apec-symposium-on-the-holistic-approach-of-decarbonization-towards-carbon-neutrality/cover_223_ewg_apec-symposium-on-the-holistic-approach-of-decarbonization-towards-carbon-neutrality.tmb-h300.jpg?Culture=en&sfvrsn=886b396c_1",60,"api","sustainability"
535,"Promoting Energy Efficient and Resilient Data Centres in the APEC Region","Reports","February 2023",2023,2,"February","2023-02","https://www.apec.org/publications/2023/02/promoting-energy-efficient-and-resilient-data-centres-in-the-apec-region","promoting-energy-efficient-and-resilient-data-centres-in-the-apec-region","https://www.apec.org/images/default-source/publication/2023/2/promoting-energy-efficient-and-resilient-data-centres-in-the-apec-region/cover_223_ewg_promoting-energy-efficient-and-resilient-data-centres-in-the-apec-region.tmb-h300.jpg?Culture=en&sfvrsn=91887064_1",60,"api","digital|energy"
536,"Study on Best Practices in Using ODR","Reports","January 2023",2023,1,"January","2023-01","https://www.apec.org/publications/2023/01/study-on-best-practices-in-using-odr","study-on-best-practices-in-using-odr","https://www.apec.org/images/default-source/publication/2023/1/study-on-best-practices-in-using-odr/cover_223_ec_study-on-best-practices-in-using-odr.tmb-h300.jpg?Culture=en&sfvrsn=48a23607_1",60,"api",""
537,"APEC Workshop on Opportunities and Challenges for GVCs during COVID-19 Pandemic and Post-Pandemic Economic Recovery","Proceedings","January 2023",2023,1,"January","2023-01","https://www.apec.org/publications/2023/01/apec-workshop-on-opportunities-and-challenges-for-gvcs-during-covid-19-pandemic-and-post-pandemic-economic-recovery","apec-workshop-on-opportunities-and-challenges-for-gvcs-during-covid-19-pandemic-and-post-pandemic-economic-recovery","https://www.apec.org/images/default-source/publication/2023/1/apec-workshop-on-opportunities-and-challenges-for-gvcs-during-covid-19-pandemic-and-post--pandemic-economic-recovery/cover_-223_cti_apec-workshop-on-opportunities-and-challenges-for-gvcs.tmb-h300.jpg?Culture=en&sfvrsn=88e64d2e_1",60,"api",""
538,"Network Virtualization, Disaggregated Networks, and Open Telecommunications Architecture in APEC","Reports","January 2023",2023,1,"January","2023-01","https://www.apec.org/publications/2023/01/network-virtualization-disaggregated-networks-and-open-telecommunications-architecture-in-apec","network-virtualization-disaggregated-networks-and-open-telecommunications-architecture-in-apec","https://www.apec.org/images/default-source/publication/2023/1/network-virtualization-disaggregated-networks-and-open-telecommunications-architecture-in-apec/cover_223_tel_network-virtualization-disaggregated-networks-and-open-telecommunications-architecture-in-apec.tmb-h300.jpg?Culture=en&sfvrsn=68d4fae5_1",60,"api",""
539,"APEC Climate Symposium: Enhancing APEC Resilience through AI Applications in Climate Change Adaptation","Proceedings","January 2023",2023,1,"January","2023-01","https://www.apec.org/publications/2023/01/apec-climate-symposium-enhancing-apec-resilience-through-ai-applications-in-climate-change-adaptation","apec-climate-symposium-enhancing-apec-resilience-through-ai-applications-in-climate-change-adaptation","https://www.apec.org/images/default-source/publication/2023/1/apec-climate-symposium-enhancing-apec-resilience-through-ai-applications-in-climate-change-adaptation/cover_223_ppsti_apec-climate-symposium.tmb-h300.jpg?Culture=en&sfvrsn=85dac07f_1",60,"api","digital|sustainability"
540,"APEC Workshop on District Cooling and/or Heating Systems","Proceedings","January 2023",2023,1,"January","2023-01","https://www.apec.org/publications/2023/01/apec-workshop-on-district-cooling-and-or-heating-systems","apec-workshop-on-district-cooling-and-or-heating-systems","https://www.apec.org/images/default-source/publication/2023/1/apec-workshop-on-district-cooling-and-or-heating-systems/cover_223_ewg_apec-workshop-on-district-cooling-and-or-heating-systems.tmb-h300.jpg?Culture=en&sfvrsn=8cd11bb6_1",60,"api",""
541,"International Workshop on Managing Emerging Infectious Diseases","Proceedings","January 2023",2023,1,"January","2023-01","https://www.apec.org/publications/2023/01/international-workshop-on-managing-emerging-infectious-diseases","international-workshop-on-managing-emerging-infectious-diseases","https://www.apec.org/images/default-source/publication/2023/1/international-workshop-on-managing-emerging-infectious-diseases/cover_223_hwg_managing-emerging-infectious-diseases.tmb-h300.jpg?Culture=en&sfvrsn=878a9f9c_1",61,"api","health"
542,"Enhancing Labor-intensive Separate Waste Collection and Utilization in APEC Economies","Reports","January 2023",2023,1,"January","2023-01","https://www.apec.org/publications/2023/01/enhancing-labor-intensive-separate-waste-collection-and-utilization-in-apec-economies","enhancing-labor-intensive-separate-waste-collection-and-utilization-in-apec-economies","https://www.apec.org/images/default-source/publication/2023/1/enhancing-labor-intensive-separate-waste-collection-and-utilization-in-apec-economies/cover_223_ofwg_enhancing-labor-intensive-separate-waste-collection-and-utilization-in-apec-economies.tmb-h300.jpg?Culture=en&sfvrsn=a3cec935_1",61,"api",""
543,"Development of a Marine Debris Monitoring Decision Framework for APEC Economies","Reports","January 2023",2023,1,"January","2023-01","https://www.apec.org/publications/2023/01/development-of-a-marine-debris-monitoring-decision-framework-for-apec-economies","development-of-a-marine-debris-monitoring-decision-framework-for-apec-economies","https://www.apec.org/images/default-source/publication/2023/1/development-of-a-marine-debris-monitoring-decision-framework-for-apec-economies/cover_222_ofwg_development-of-a-marine-debris-monitoring-decision-framework-for-apec-economies.tmb-h300.jpg?Culture=en&sfvrsn=5e99bac5_1",61,"api",""
544,"Competition Policy: A Driver for Economic Recovery in the APEC Region","Proceedings","January 2023",2023,1,"January","2023-01","https://www.apec.org/publications/2023/01/competition-policy-a-driver-for-economic-recovery-in-the-apec-region","competition-policy-a-driver-for-economic-recovery-in-the-apec-region","https://www.apec.org/images/default-source/publication/2023/1/competition-policy-a-driver-for-economic-recovery-in-the-apec-region/cover_223_cplg_competition-policy_a-driver-for-economic-recovery-in-the-apec-region.tmb-h300.jpg?Culture=en&sfvrsn=febe7a4_1",61,"api",""
545,"Science and Technology Parks: Catalysts in Promoting-Enabling Environments for Innovation","Reports","January 2023",2023,1,"January","2023-01","https://www.apec.org/publications/2023/01/science-and-technology-parks-catalysts-in-promoting-enabling-environments-for-innovation","science-and-technology-parks-catalysts-in-promoting-enabling-environments-for-innovation","https://www.apec.org/images/default-source/publication/2023/1/science-and-technology-parks-catalysts-in-promoting-enabling-environments-for-innovation/cover_223_ppsti_science-and-technology-parks.tmb-h300.jpg?Culture=en&sfvrsn=bd3d7c32_1",61,"api","digital|sustainability"
546,"APEC Feature Report on SME New Paradigm of Digital Resilience","Reports","January 2023",2023,1,"January","2023-01","https://www.apec.org/publications/2023/01/apec-feature-report-on-sme-new-paradigm-of-digital-resilience","apec-feature-report-on-sme-new-paradigm-of-digital-resilience","https://www.apec.org/images/default-source/publication/2023/1/apec-feature-report-on-sme-new-paradigm-of-digital-resilience/cover_223_sme_apec_feature_report_on_sme_new_paradigm_of_digital_resilience.tmb-h300.jpg?Culture=en&sfvrsn=c61e5c1e_1",61,"api","digital|smes"
547,"Public-Private Dialogue on Digitally Enabled Services: Challenges and Opportunities","Proceedings","January 2023",2023,1,"January","2023-01","https://www.apec.org/publications/2023/01/public-private-dialogue-on-digitally-enabled-services-challenges-and-opportunities","public-private-dialogue-on-digitally-enabled-services-challenges-and-opportunities","https://www.apec.org/images/default-source/publication/2023/1/public-private-dialogue-on-digitally-enabled-services-challenges-and-opportunities/cover_223_gos_public-private-dialogue-on-digitally-enabled-services.tmb-h300.jpg?Culture=en&sfvrsn=fae360eb_1",61,"api","digital"
548,"APEC Covid-19 Indigenous and Diverse Women-Led MSME Responses","Reports","January 2023",2023,1,"January","2023-01","https://www.apec.org/publications/2023/01/apec-covid-19-indigenous-and-diverse-women-led-msme-responses","apec-covid-19-indigenous-and-diverse-women-led-msme-responses","https://www.apec.org/images/default-source/publication/2023/1/apec-covid-19-indigenous-and-diverse-women-led-msme-responses/cover_223_ppwe_apec-covid-19-indigenous-and-diverse-women-led-msme-responses.tmb-h300.jpg?Culture=en&sfvrsn=932b22c8_1",61,"api","women|smes"
549,"Policy Development for Green Building Concept Implementation towards Low-carbon City","Reports","December 2022",2022,12,"December","2022-12","https://www.apec.org/publications/2022/12/policy-development-for-green-building-concept-implementation-towards-low-carbon-city","policy-development-for-green-building-concept-implementation-towards-low-carbon-city","https://www.apec.org/images/default-source/publication/2022/12/policy-development-for-green-building-concept-implementation-towards-low-carbon-city/cover_222_ewg_policy-development-for-green-building-concept-implementation-towards-low-carbon-city.tmb-h300.jpg?Culture=en&sfvrsn=6ff72e1f_1",61,"api","sustainability"
550,"Policy Dialogue Report Competition Policy and Digital Transformation","Reports","December 2022",2022,12,"December","2022-12","https://www.apec.org/publications/2022/12/policy-dialogue-report-competition-policy-and-digital-transformation","policy-dialogue-report-competition-policy-and-digital-transformation","https://www.apec.org/images/default-source/publication/2022/12/policy-dialogue-report-competition-policy-and-digital-transformation/cover_222_cplg_policy-dialogue-report-competition-policy-and-digital-transformation.tmb-h300.jpg?Culture=en&sfvrsn=2bbf5465_1",62,"api","digital"
551,"Strategies and Initiatives on Digital Financial Inclusion: Lessons from Experiences of APEC Economies","Reports","December 2022",2022,12,"December","2022-12","https://www.apec.org/publications/2022/12/strategies-and-initiatives-on-digital-financial-inclusion-lessons-from-experiences-of-apec-economies","strategies-and-initiatives-on-digital-financial-inclusion-lessons-from-experiences-of-apec-economies","https://www.apec.org/images/default-source/publication/2022/12/strategies-and-initiatives-on-digital-financial-inclusion-lessons-from-experiences-of-apec-economies/cover_222_fmp_strategies-and-initiatives-on-digital-financial-inclusion.tmb-h300.jpg?Culture=en&sfvrsn=306a71a_1",62,"api","digital|finance"
552,"Building a Culture of Security and Countering the Insider Risk: Project Summary","Reports","December 2022",2022,12,"December","2022-12","https://www.apec.org/publications/2022/12/building-a-culture-of-security-and-countering-the-insider-risk-project-summary","building-a-culture-of-security-and-countering-the-insider-risk-project-summary","https://www.apec.org/images/default-source/publication/2022/12/building-a-culture-of-security-and-countering-the-insider-risk-project-summary/cover_222_tpt_security-culture-project-summary.tmb-h300.jpg?Culture=en&sfvrsn=2e4b70f8_2",62,"api",""
553,"Building a Culture of Security and Countering the Insider Risk: Best Practices Guidelines","Manuals","December 2022",2022,12,"December","2022-12","https://www.apec.org/publications/2022/12/building-a-culture-of-security-and-countering-the-insider-risk-best-practices-guidelines","building-a-culture-of-security-and-countering-the-insider-risk-best-practices-guidelines","https://www.apec.org/images/default-source/publication/2022/12/building-a-culture-of-security-and-countering-the-insider-risk-best-practices-guidelines/cover_222_tpt_apec-security-culture-project-best-practices-guidelines.tmb-h300.jpg?Culture=en&sfvrsn=e1e2d007_2",62,"api",""
554,"APEC Policy Brief on EAASR and ASCR: Services Competitiveness and Structural Reform","Reports","December 2022",2022,12,"December","2022-12","https://www.apec.org/publications/2022/12/apec-policy-brief-on-eaasr-and-ascr-services-competitiveness-and-structural-reform","apec-policy-brief-on-eaasr-and-ascr-services-competitiveness-and-structural-reform","https://www.apec.org/images/default-source/publication/2022/12/apec-policy-brief-on-eaasr-and-ascr-services-competitiveness-and-structural-reform/cover_222_ec-gos_apec-policy-brief-on-eaasr-and-ascr.tmb-h300.jpg?Culture=en&sfvrsn=56c64c2d_1",62,"api",""
555,"APEC Low Carbon Model Town (LCMT) Project Dissemination Phase 3","Reports","December 2022",2022,12,"December","2022-12","https://www.apec.org/publications/2022/12/apec-low-carbon-model-town-(lcmt)-project-dissemination-phase-3","apec-low-carbon-model-town-(lcmt)-project-dissemination-phase-3","https://www.apec.org/images/default-source/publication/2022/12/apec-low-carbon-model-town-(lcmt)-project-dissemination-phase-3/cover_222_ewg_apec-low-carbon-model-town-project-dissemination-phase-3.tmb-h300.jpg?Culture=en&sfvrsn=6f36fe99_1",62,"api","sustainability"
556,"Technical Review on Emergency Shelters in APEC Region","Reports","December 2022",2022,12,"December","2022-12","https://www.apec.org/publications/2022/12/technical-review-on-emergency-shelters-in-apec-region","technical-review-on-emergency-shelters-in-apec-region","https://www.apec.org/images/default-source/publication/2022/12/technical-review-on-emergency-shelters-in-apec-region/cover_222_ewg_technical-review-on-emergency-shelters-in-apec-region.tmb-h300.jpg?Culture=en&sfvrsn=a47129b3_1",62,"api",""
557,"Ready for the 'Next Normal': How MSMEs Should Adapt to an Evolving Market Landscape","Proceedings","December 2022",2022,12,"December","2022-12","https://www.apec.org/publications/2022/12/ready-for-the-next-normal-how-msmes-should-adapt-to-an-evolving-market-landscape","ready-for-the-next-normal-how-msmes-should-adapt-to-an-evolving-market-landscape","https://www.apec.org/images/default-source/publication/2022/12/ready-for-the-'next-normal'-how-msmes-should-adapt-to-an-evolving-market-landscape/cover_222_sme_ready-for-the-next-normal.tmb-h300.jpg?Culture=en&sfvrsn=343be5c7_1",62,"api","smes"
558,"Integrating Electrical Vehicles and Solar Rooftop PV in Electricity Distribution Systems with Continued Performance of Distribution Transformers","Reports","December 2022",2022,12,"December","2022-12","https://www.apec.org/publications/2022/12/integrating-electrical-vehicles-and-solar-rooftop-pv-in-electricity-distribution-systems-with-continued-performance-of-distribution-transformers","integrating-electrical-vehicles-and-solar-rooftop-pv-in-electricity-distribution-systems-with-continued-performance-of-distribution-transformers","https://www.apec.org/images/default-source/publication/2022/12/integrating-electrical-vehicles-and-solar-rooftop-pv-in-electricity-distribution-systems-with-continued-performance-of-distribution-transformers/cover_222_ewg_integrating-electrical-vehicles-and-solar-rooftop-pv.tmb-h300.jpg?Culture=en&sfvrsn=c14c9a0e_1",62,"api",""
559,"‘Best’ Coal-Fired Power Plant and Cogeneration Case Studies","Reports","December 2022",2022,12,"December","2022-12","https://www.apec.org/publications/2022/12/best-coal-fired-power-plant-and-cogeneration-case-studies","best-coal-fired-power-plant-and-cogeneration-case-studies","https://www.apec.org/images/default-source/publication/2022/12/best-coal-fired-power-plant-and-cogeneration-case-studies/cover_222_ewg_-best-coal-fired-power-plant-and-cogeneration-case-studies.tmb-h300.jpg?Culture=en&sfvrsn=b6a3a4a0_1",63,"api",""
560,"Transitioning to a Sustainable Economy while Ensuring Inclusion","Reports","December 2022",2022,12,"December","2022-12","https://www.apec.org/publications/2022/12/transitioning-to-a-sustainable-economy-while-ensuring-inclusion","transitioning-to-a-sustainable-economy-while-ensuring-inclusion","https://www.apec.org/images/default-source/publication/2022/12/transitioning-to-a-sustainable-economy-while-ensuring-inclusion/cover_222_psu_transitioning-to-a-sustainable-economy-while-ensuring-inclusion.tmb-h300.jpg?Culture=en&sfvrsn=2100d23f_1",63,"api","sustainability"
561,"Building an Enabling Environment for FinTech","Reports","December 2022",2022,12,"December","2022-12","https://www.apec.org/publications/2022/12/building-an-enabling-environment-for-fintech","building-an-enabling-environment-for-fintech","https://www.apec.org/images/default-source/publication/2022/12/building-an-enabling-environment-for-fintech/cover_222_ec_building-an-enabling-environment-for-fintech.tmb-h300.jpg?Culture=en&sfvrsn=9b67d00d_1",63,"api","sustainability"
562,"Guidebook: APEC Best Practices on SMEs High Impact Policy","Manuals","December 2022",2022,12,"December","2022-12","https://www.apec.org/publications/2022/12/guidebook-apec-best-practices-on-smes-high-impact-policy","guidebook-apec-best-practices-on-smes-high-impact-policy","https://www.apec.org/assets/images/placeholder.jpg",63,"api","smes"
563,"E-commerce Opportunities for Indigenous and Ethnic Minorities: Bringing Innovation, Expanding Markets and Unleashing Potential","Proceedings","December 2022",2022,12,"December","2022-12","https://www.apec.org/publications/2022/12/e-commerce-opportunities-for-indigenous-and-ethnic-minorities-bringing-innovation-expanding-markets-and-unleashing-potential","e-commerce-opportunities-for-indigenous-and-ethnic-minorities-bringing-innovation-expanding-markets-and-unleashing-potential","https://www.apec.org/images/default-source/publication/2022/12/e-commerce-opportunities-for-indigenous-and-ethnic-minorities-bringing-innovation-expanding-markets-and-unleashing-potential/cover_222_ppfs_e-commerce-opportunities-for-indigenous-and-ethnic-minorities.tmb-h300.jpg?Culture=en&sfvrsn=d7de26a1_1",63,"api",""
